anomaly_id,anomaly_timestamp,anomaly_moisture_vwc,relative_position,is_anomaly,device_id,timestamp,soil_moisture_vwc,soil_temp_c,ec_us_cm,light_par,air_humidity_pct
7,2026-06-03 00:30:00,102.04,10,False,SENS-04,2026-06-03 03:00:00,89.94,16.51,691.0,0.0,73.4
8,2026-06-03 00:45:00,101.3,-10,False,SENS-04,2026-06-02 22:15:00,21.94,20.42,747.0,0.0,50.0
8,2026-06-03 00:45:00,101.3,-9,False,SENS-04,2026-06-02 22:30:00,22.88,18.6,648.0,0.0,51.0
8,2026-06-03 00:45:00,101.3,-8,False,SENS-04,2026-06-02 22:45:00,22.46,19.78,660.0,0.0,61.5
8,2026-06-03 00:45:00,101.3,-7,False,SENS-04,2026-06-02 23:00:00,22.11,19.76,677.0,0.0,54.2
8,2026-06-03 00:45:00,101.3,-6,False,SENS-04,2026-06-02 23:15:00,21.75,18.78,697.0,0.0,59.4
8,2026-06-03 00:45:00,101.3,-5,False,SENS-04,2026-06-02 23:30:00,21.17,18.31,702.0,0.0,54.7
8,2026-06-03 00:45:00,101.3,-4,False,SENS-04,2026-06-02 23:45:00,20.43,19.35,670.0,0.0,63.6
8,2026-06-03 00:45:00,101.3,-3,False,SENS-04,2026-06-03 00:00:00,105.23,17.82,660.0,0.0,58.5
8,2026-06-03 00:45:00,101.3,-2,False,SENS-04,2026-06-03 00:15:00,103.57,18.54,674.0,0.0,60.9
8,2026-06-03 00:45:00,101.3,-1,False,SENS-04,2026-06-03 00:30:00,102.04,18.63,632.0,0.0,56.4
8,2026-06-03 00:45:00,101.3,0,True,SENS-04,2026-06-03 00:45:00,101.3,18.25,688.0,0.0,66.3
8,2026-06-03 00:45:00,101.3,1,False,SENS-04,2026-06-03 01:00:00,100.38,18.19,698.0,0.0,68.0
8,2026-06-03 00:45:00,101.3,2,False,SENS-04,2026-06-03 01:15:00,98.99,17.75,718.0,0.0,61.4
8,2026-06-03 00:45:00,101.3,3,False,SENS-04,2026-06-03 01:30:00,97.89,17.95,707.0,0.0,69.5
8,2026-06-03 00:45:00,101.3,4,False,SENS-04,2026-06-03 01:45:00,95.98,17.4,772.0,0.0,62.9
8,2026-06-03 00:45:00,101.3,5,False,SENS-04,2026-06-03 02:00:00,94.86,17.39,732.0,0.0,69.6
8,2026-06-03 00:45:00,101.3,6,False,SENS-04,2026-06-03 02:15:00,93.63,17.58,729.0,0.0,67.7
8,2026-06-03 00:45:00,101.3,7,False,SENS-04,2026-06-03 02:30:00,92.29,16.91,715.0,0.0,73.3
8,2026-06-03 00:45:00,101.3,8,False,SENS-04,2026-06-03 02:45:00,91.14,17.74,721.0,0.0,70.7
8,2026-06-03 00:45:00,101.3,9,False,SENS-04,2026-06-03 03:00:00,89.94,16.51,691.0,0.0,73.4
8,2026-06-03 00:45:00,101.3,10,False,SENS-04,2026-06-03 03:15:00,88.28,17.65,704.0,0.0,74.9
9,2026-06-03 01:00:00,100.38,-10,False,SENS-04,2026-06-02 22:30:00,22.88,18.6,648.0,0.0,51.0
9,2026-06-03 01:00:00,100.38,-9,False,SENS-04,2026-06-02 22:45:00,22.46,19.78,660.0,0.0,61.5
9,2026-06-03 01:00:00,100.38,-8,False,SENS-04,2026-06-02 23:00:00,22.11,19.76,677.0,0.0,54.2
9,2026-06-03 01:00:00,100.38,-7,False,SENS-04,2026-06-02 23:15:00,21.75,18.78,697.0,0.0,59.4
9,2026-06-03 01:00:00,100.38,-6,False,SENS-04,2026-06-02 23:30:00,21.17,18.31,702.0,0.0,54.7
9,2026-06-03 01:00:00,100.38,-5,False,SENS-04,2026-06-02 23:45:00,20.43,19.35,670.0,0.0,63.6
9,2026-06-03 01:00:00,100.38,-4,False,SENS-04,2026-06-03 00:00:00,105.23,17.82,660.0,0.0,58.5
9,2026-06-03 01:00:00,100.38,-3,False,SENS-04,2026-06-03 00:15:00,103.57,18.54,674.0,0.0,60.9
9,2026-06-03 01:00:00,100.38,-2,False,SENS-04,2026-06-03 00:30:00,102.04,18.63,632.0,0.0,56.4
9,2026-06-03 01:00:00,100.38,-1,False,SENS-04,2026-06-03 00:45:00,101.3,18.25,688.0,0.0,66.3
9,2026-06-03 01:00:00,100.38,0,True,SENS-04,2026-06-03 01:00:00,100.38,18.19,698.0,0.0,68.0
9,2026-06-03 01:00:00,100.38,1,False,SENS-04,2026-06-03 01:15:00,98.99,17.75,718.0,0.0,61.4
9,2026-06-03 01:00:00,100.38,2,False,SENS-04,2026-06-03 01:30:00,97.89,17.95,707.0,0.0,69.5
9,2026-06-03 01:00:00,100.38,3,False,SENS-04,2026-06-03 01:45:00,95.98,17.4,772.0,0.0,62.9
9,2026-06-03 01:00:00,100.38,4,False,SENS-04,2026-06-03 02:00:00,94.86,17.39,732.0,0.0,69.6
9,2026-06-03 01:00:00,100.38,5,False,SENS-04,2026-06-03 02:15:00,93.63,17.58,729.0,0.0,67.7
9,2026-06-03 01:00:00,100.38,6,False,SENS-04,2026-06-03 02:30:00,92.29,16.91,715.0,0.0,73.3
9,2026-06-03 01:00:00,100.38,7,False,SENS-04,2026-06-03 02:45:00,91.14,17.74,721.0,0.0,70.7
9,2026-06-03 01:00:00,100.38,8,False,SENS-04,2026-06-03 03:00:00,89.94,16.51,691.0,0.0,73.4
9,2026-06-03 01:00:00,100.38,9,False,SENS-04,2026-06-03 03:15:00,88.28,17.65,704.0,0.0,74.9
9,2026-06-03 01:00:00,100.38,10,False,SENS-04,2026-06-03 03:30:00,87.85,17.71,777.0,0.0,70.8
10,2026-06-05 00:00:00,107.04,-10,False,SENS-04,2026-06-04 21:30:00,19.83,20.54,702.0,0.0,50.8
10,2026-06-05 00:00:00,107.04,-9,False,SENS-04,2026-06-04 21:45:00,19.65,20.55,728.0,0.0,54.8
10,2026-06-05 00:00:00,107.04,-8,False,SENS-04,2026-06-04 22:00:00,19.41,20.46,616.0,0.0,42.5
10,2026-06-05 00:00:00,107.04,-7,False,SENS-04,2026-06-04 22:15:00,18.56,20.25,677.0,0.0,49.5
10,2026-06-05 00:00:00,107.04,-6,False,SENS-04,2026-06-04 22:30:00,18.11,19.63,644.0,0.0,53.4
10,2026-06-05 00:00:00,107.04,-5,False,SENS-04,2026-06-04 22:45:00,17.6,19.38,694.0,0.0,53.8
10,2026-06-05 00:00:00,107.04,-4,False,SENS-04,2026-06-04 23:00:00,17.17,19.01,717.0,0.0,57.8
10,2026-06-05 00:00:00,107.04,-3,False,SENS-04,2026-06-04 23:15:00,17.7,19.16,745.0,0.0,56.4
10,2026-06-05 00:00:00,107.04,-2,False,SENS-04,2026-06-04 23:30:00,17.9,18.21,683.0,0.0,55.8
10,2026-06-05 00:00:00,107.04,-1,False,SENS-04,2026-06-04 23:45:00,18.27,18.7,704.0,0.0,55.5
10,2026-06-05 00:00:00,107.04,0,True,SENS-04,2026-06-05 00:00:00,107.04,19.66,633.0,0.0,56.1
10,2026-06-05 00:00:00,107.04,1,False,SENS-04,2026-06-05 00:15:00,105.66,17.77,666.0,0.0,58.6
10,2026-06-05 00:00:00,107.04,2,False,SENS-04,2026-06-05 00:30:00,104.89,18.29,708.0,0.0,60.2
10,2026-06-05 00:00:00,107.04,3,False,SENS-04,2026-06-05 00:45:00,103.03,18.24,646.0,0.0,64.1
10,2026-06-05 00:00:00,107.04,4,False,SENS-04,2026-06-05 01:00:00,101.67,18.17,749.0,0.0,63.5
10,2026-06-05 00:00:00,107.04,5,False,SENS-04,2026-06-05 01:15:00,99.95,17.47,721.0,0.0,63.0
10,2026-06-05 00:00:00,107.04,6,False,SENS-04,2026-06-05 01:30:00,99.16,17.97,664.0,0.0,62.9
10,2026-06-05 00:00:00,107.04,7,False,SENS-04,2026-06-05 01:45:00,98.05,17.47,641.0,0.0,64.8
10,2026-06-05 00:00:00,107.04,8,False,SENS-04,2026-06-05 02:00:00,97.27,17.05,671.0,0.0,66.0
10,2026-06-05 00:00:00,107.04,9,False,SENS-04,2026-06-05 02:15:00,95.47,17.95,664.0,0.0,66.3
10,2026-06-05 00:00:00,107.04,10,False,SENS-04,2026-06-05 02:30:00,94.01,17.8,651.0,0.0,71.3
11,2026-06-05 00:15:00,105.66,-10,False,SENS-04,2026-06-04 21:45:00,19.65,20.55,728.0,0.0,54.8
11,2026-06-05 00:15:00,105.66,-9,False,SENS-04,2026-06-04 22:00:00,19.41,20.46,616.0,0.0,42.5
11,2026-06-05 00:15:00,105.66,-8,False,SENS-04,2026-06-04 22:15:00,18.56,20.25,677.0,0.0,49.5
11,2026-06-05 00:15:00,105.66,-7,False,SENS-04,2026-06-04 22:30:00,18.11,19.63,644.0,0.0,53.4
11,2026-06-05 00:15:00,105.66,-6,False,SENS-04,2026-06-04 22:45:00,17.6,19.38,694.0,0.0,53.8
11,2026-06-05 00:15:00,105.66,-5,False,SENS-04,2026-06-04 23:00:00,17.17,19.01,717.0,0.0,57.8
11,2026-06-05 00:15:00,105.66,-4,False,SENS-04,2026-06-04 23:15:00,17.7,19.16,745.0,0.0,56.4
11,2026-06-05 00:15:00,105.66,-3,False,SENS-04,2026-06-04 23:30:00,17.9,18.21,683.0,0.0,55.8
11,2026-06-05 00:15:00,105.66,-2,False,SENS-04,2026-06-04 23:45:00,18.27,18.7,704.0,0.0,55.5
11,2026-06-05 00:15:00,105.66,-1,False,SENS-04,2026-06-05 00:00:00,107.04,19.66,633.0,0.0,56.1
11,2026-06-05 00:15:00,105.66,0,True,SENS-04,2026-06-05 00:15:00,105.66,17.77,666.0,0.0,58.6
11,2026-06-05 00:15:00,105.66,1,False,SENS-04,2026-06-05 00:30:00,104.89,18.29,708.0,0.0,60.2
11,2026-06-05 00:15:00,105.66,2,False,SENS-04,2026-06-05 00:45:00,103.03,18.24,646.0,0.0,64.1
11,2026-06-05 00:15:00,105.66,3,False,SENS-04,2026-06-05 01:00:00,101.67,18.17,749.0,0.0,63.5
11,2026-06-05 00:15:00,105.66,4,False,SENS-04,2026-06-05 01:15:00,99.95,17.47,721.0,0.0,63.0
11,2026-06-05 00:15:00,105.66,5,False,SENS-04,2026-06-05 01:30:00,99.16,17.97,664.0,0.0,62.9
11,2026-06-05 00:15:00,105.66,6,False,SENS-04,2026-06-05 01:45:00,98.05,17.47,641.0,0.0,64.8
11,2026-06-05 00:15:00,105.66,7,False,SENS-04,2026-06-05 02:00:00,97.27,17.05,671.0,0.0,66.0
11,2026-06-05 00:15:00,105.66,8,False,SENS-04,2026-06-05 02:15:00,95.47,17.95,664.0,0.0,66.3
11,2026-06-05 00:15:00,105.66,9,False,SENS-04,2026-06-05 02:30:00,94.01,17.8,651.0,0.0,71.3
11,2026-06-05 00:15:00,105.66,10,False,SENS-04,2026-06-05 02:45:00,92.1,17.12,644.0,0.0,74.1
12,2026-06-05 00:30:00,104.89,-10,False,SENS-04,2026-06-04 22:00:00,19.41,20.46,616.0,0.0,42.5
12,2026-06-05 00:30:00,104.89,-9,False,SENS-04,2026-06-04 22:15:00,18.56,20.25,677.0,0.0,49.5
12,2026-06-05 00:30:00,104.89,-8,False,SENS-04,2026-06-04 22:30:00,18.11,19.63,644.0,0.0,53.4
12,2026-06-05 00:30:00,104.89,-7,False,SENS-04,2026-06-04 22:45:00,17.6,19.38,694.0,0.0,53.8
12,2026-06-05 00:30:00,104.89,-6,False,SENS-04,2026-06-04 23:00:00,17.17,19.01,717.0,0.0,57.8
12,2026-06-05 00:30:00,104.89,-5,False,SENS-04,2026-06-04 23:15:00,17.7,19.16,745.0,0.0,56.4
12,2026-06-05 00:30:00,104.89,-4,False,SENS-04,2026-06-04 23:30:00,17.9,18.21,683.0,0.0,55.8
12,2026-06-05 00:30:00,104.89,-3,False,SENS-04,2026-06-04 23:45:00,18.27,18.7,704.0,0.0,55.5
12,2026-06-05 00:30:00,104.89,-2,False,SENS-04,2026-06-05 00:00:00,107.04,19.66,633.0,0.0,56.1
12,2026-06-05 00:30:00,104.89,-1,False,SENS-04,2026-06-05 00:15:00,105.66,17.77,666.0,0.0,58.6
12,2026-06-05 00:30:00,104.89,0,True,SENS-04,2026-06-05 00:30:00,104.89,18.29,708.0,0.0,60.2
12,2026-06-05 00:30:00,104.89,1,False,SENS-04,2026-06-05 00:45:00,103.03,18.24,646.0,0.0,64.1
12,2026-06-05 00:30:00,104.89,2,False,SENS-04,2026-06-05 01:00:00,101.67,18.17,749.0,0.0,63.5
12,2026-06-05 00:30:00,104.89,3,False,SENS-04,2026-06-05 01:15:00,99.95,17.47,721.0,0.0,63.0
12,2026-06-05 00:30:00,104.89,4,False,SENS-04,2026-06-05 01:30:00,99.16,17.97,664.0,0.0,62.9
12,2026-06-05 00:30:00,104.89,5,False,SENS-04,2026-06-05 01:45:00,98.05,17.47,641.0,0.0,64.8
12,2026-06-05 00:30:00,104.89,6,False,SENS-04,2026-06-05 02:00:00,97.27,17.05,671.0,0.0,66.0
12,2026-06-05 00:30:00,104.89,7,False,SENS-04,2026-06-05 02:15:00,95.47,17.95,664.0,0.0,66.3
12,2026-06-05 00:30:00,104.89,8,False,SENS-04,2026-06-05 02:30:00,94.01,17.8,651.0,0.0,71.3
12,2026-06-05 00:30:00,104.89,9,False,SENS-04,2026-06-05 02:45:00,92.1,17.12,644.0,0.0,74.1
12,2026-06-05 00:30:00,104.89,10,False,SENS-04,2026-06-05 03:00:00,91.08,17.28,691.0,0.0,67.1
13,2026-06-05 00:45:00,103.03,-10,False,SENS-04,2026-06-04 22:15:00,18.56,20.25,677.0,0.0,49.5
13,2026-06-05 00:45:00,103.03,-9,False,SENS-04,2026-06-04 22:30:00,18.11,19.63,644.0,0.0,53.4
13,2026-06-05 00:45:00,103.03,-8,False,SENS-04,2026-06-04 22:45:00,17.6,19.38,694.0,0.0,53.8
