device_id,timestamp,substrate_label,soil_moisture_vwc,soil_temp_c,ec_us_cm,light_par,air_humidity_pct,is_outlier,outlier_reason,time_diff,estimated_missing_readings
SENS-04,2026-06-05 03:00:00,potting_soil,91.08,17.28,691.0,0.0,67.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 03:15:00,potting_soil,89.76,17.28,729.0,0.0,74.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 03:30:00,potting_soil,88.94,16.87,672.0,0.0,73.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 03:45:00,potting_soil,87.83,17.87,718.0,0.0,72.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 04:00:00,potting_soil,85.88,17.94,687.0,0.0,77.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 04:15:00,potting_soil,84.15,17.55,724.0,0.0,72.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 04:30:00,potting_soil,83.14,17.76,669.0,0.0,74.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 04:45:00,potting_soil,82.3,17.91,711.0,0.0,73.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-05 05:00:00,potting_soil,80.4,18.07,705.0,0.0,73.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 00:00:00,potting_soil,104.93,18.42,629.0,0.0,59.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 00:15:00,potting_soil,103.45,18.12,760.0,0.0,62.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 00:30:00,potting_soil,102.88,17.88,565.0,0.0,60.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 00:45:00,potting_soil,101.48,17.66,697.0,0.0,63.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 01:00:00,potting_soil,100.15,17.61,709.0,0.0,66.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 01:15:00,potting_soil,99.49,18.27,608.0,0.0,61.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 01:30:00,potting_soil,97.84,18.49,718.0,0.0,63.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 01:45:00,potting_soil,96.61,18.43,673.0,0.0,69.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 02:00:00,potting_soil,95.59,17.89,690.0,0.0,66.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 02:15:00,potting_soil,94.53,17.37,754.0,0.0,68.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 02:30:00,potting_soil,93.35,17.26,706.0,0.0,67.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 02:45:00,potting_soil,92.13,17.81,686.0,0.0,68.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 03:00:00,potting_soil,91.3,17.4,693.0,0.0,69.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 03:15:00,potting_soil,90.22,17.67,771.0,0.0,67.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 03:30:00,potting_soil,89.47,18.3,716.0,0.0,73.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 03:45:00,potting_soil,88.5,17.65,665.0,0.0,75.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 04:00:00,potting_soil,87.66,18.53,680.0,0.0,71.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 04:15:00,potting_soil,87.01,17.23,652.0,0.0,75.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 04:30:00,potting_soil,85.8,17.95,682.0,0.0,71.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 04:45:00,potting_soil,85.18,17.99,764.0,0.0,71.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 05:00:00,potting_soil,84.06,17.58,693.0,0.0,74.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 05:15:00,potting_soil,82.46,18.41,647.0,0.0,74.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 05:30:00,potting_soil,81.31,18.84,717.0,0.0,72.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-07 05:45:00,potting_soil,80.03,19.25,684.0,0.0,74.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 00:00:00,potting_soil,102.03,18.52,796.0,0.0,56.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 00:15:00,potting_soil,100.77,19.03,731.0,0.0,56.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 00:30:00,potting_soil,99.65,18.76,666.0,0.0,67.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 00:45:00,potting_soil,98.11,17.88,733.0,0.0,63.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 01:00:00,potting_soil,96.65,18.54,721.0,0.0,60.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 01:15:00,potting_soil,95.26,17.5,711.0,0.0,68.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 01:30:00,potting_soil,93.93,17.69,728.0,0.0,64.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 01:45:00,potting_soil,93.6,16.97,702.0,0.0,64.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 02:00:00,potting_soil,92.54,17.68,707.0,0.0,73.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 02:15:00,potting_soil,91.38,17.45,638.0,0.0,64.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 02:30:00,potting_soil,89.72,17.35,758.0,0.0,70.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 02:45:00,potting_soil,88.1,17.44,682.0,0.0,68.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 03:00:00,potting_soil,86.92,17.27,651.0,0.0,68.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 03:15:00,potting_soil,86.28,17.52,680.0,0.0,66.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 03:30:00,potting_soil,85.13,18.04,681.0,0.0,71.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 03:45:00,potting_soil,84.01,17.14,668.0,0.0,69.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 04:00:00,potting_soil,82.67,17.96,731.0,0.0,74.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 04:15:00,potting_soil,80.96,17.77,739.0,0.0,72.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-09 04:30:00,potting_soil,80.14,17.92,622.0,0.0,71.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 00:00:00,potting_soil,103.55,18.77,653.0,0.0,60.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 00:15:00,potting_soil,101.9,18.29,740.0,0.0,61.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 00:30:00,potting_soil,100.34,18.57,773.0,0.0,66.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 00:45:00,potting_soil,99.35,18.66,640.0,0.0,60.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 01:00:00,potting_soil,98.23,17.27,742.0,0.0,59.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 01:15:00,potting_soil,97.2,17.68,690.0,0.0,61.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 01:30:00,potting_soil,95.97,17.28,751.0,0.0,64.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 01:45:00,potting_soil,94.49,18.55,627.0,0.0,70.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 02:00:00,potting_soil,92.98,17.44,709.0,0.0,63.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 02:15:00,potting_soil,91.98,17.04,684.0,0.0,65.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 02:30:00,potting_soil,91.45,18.43,726.0,0.0,70.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 02:45:00,potting_soil,89.92,17.22,702.0,0.0,72.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 03:00:00,potting_soil,88.38,16.85,701.0,0.0,65.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 03:15:00,potting_soil,86.82,17.04,696.0,0.0,65.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 03:30:00,potting_soil,86.07,17.59,762.0,0.0,69.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 03:45:00,potting_soil,84.98,17.59,693.0,0.0,74.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 04:00:00,potting_soil,84.15,17.28,735.0,0.0,72.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 04:15:00,potting_soil,82.91,17.49,725.0,0.0,70.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 04:30:00,potting_soil,82.13,17.79,736.0,0.0,75.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-11 04:45:00,potting_soil,81.01,18.39,659.0,0.0,73.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 00:00:00,potting_soil,106.72,18.58,701.0,0.0,59.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 00:15:00,potting_soil,105.5,18.22,686.0,0.0,57.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 00:30:00,potting_soil,103.83,17.84,690.0,0.0,64.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 00:45:00,potting_soil,102.71,17.6,704.0,0.0,66.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 01:00:00,potting_soil,101.3,18.1,697.0,0.0,63.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 01:15:00,potting_soil,99.67,18.06,703.0,0.0,68.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 01:30:00,potting_soil,98.71,17.71,684.0,0.0,63.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 01:45:00,potting_soil,96.55,17.68,714.0,0.0,68.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 02:00:00,potting_soil,95.1,17.33,671.0,0.0,68.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 02:15:00,potting_soil,94.14,17.77,656.0,0.0,66.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 02:30:00,potting_soil,93.43,17.55,664.0,0.0,75.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 02:45:00,potting_soil,92.43,17.36,673.0,0.0,70.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 03:00:00,potting_soil,91.0,17.85,648.0,0.0,68.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 03:15:00,potting_soil,89.83,17.77,632.0,0.0,71.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 03:30:00,potting_soil,88.82,16.92,720.0,0.0,69.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 03:45:00,potting_soil,88.33,17.59,751.0,0.0,68.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 04:00:00,potting_soil,87.59,17.24,722.0,0.0,71.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 04:15:00,potting_soil,86.87,17.74,681.0,0.0,71.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 04:30:00,potting_soil,85.81,16.51,631.0,0.0,70.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 04:45:00,potting_soil,84.31,17.94,708.0,0.0,76.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 05:00:00,potting_soil,82.71,18.25,636.0,0.0,70.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 05:15:00,potting_soil,81.57,18.05,697.0,0.0,70.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-13 05:30:00,potting_soil,80.85,17.76,668.0,6.3,69.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 00:00:00,potting_soil,106.82,18.69,651.0,0.0,62.8,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 00:15:00,potting_soil,106.0,19.02,701.0,0.0,60.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 00:30:00,potting_soil,104.57,18.21,753.0,0.0,65.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 00:45:00,potting_soil,103.82,18.33,764.0,0.0,64.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 01:00:00,potting_soil,102.47,18.25,671.0,0.0,62.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 01:15:00,potting_soil,100.93,17.49,684.0,0.0,66.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 01:30:00,potting_soil,99.51,17.78,815.0,0.0,68.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 01:45:00,potting_soil,98.29,16.95,678.0,0.0,62.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 02:00:00,potting_soil,96.72,17.57,727.0,0.0,64.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 02:15:00,potting_soil,95.28,17.46,682.0,0.0,68.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 02:30:00,potting_soil,93.48,17.39,719.0,0.0,65.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 02:45:00,potting_soil,91.97,17.34,665.0,0.0,66.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 03:00:00,potting_soil,90.9,17.7,666.0,0.0,69.3,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 03:15:00,potting_soil,90.17,17.15,685.0,0.0,74.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 03:30:00,potting_soil,89.4,18.27,678.0,0.0,74.5,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 03:45:00,potting_soil,88.45,17.79,688.0,0.0,73.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 04:00:00,potting_soil,86.73,17.3,721.0,0.0,72.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 04:15:00,potting_soil,85.31,17.94,776.0,0.0,78.9,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 04:30:00,potting_soil,84.17,18.16,676.0,0.0,71.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 04:45:00,potting_soil,83.51,18.01,660.0,0.0,73.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 05:00:00,potting_soil,82.26,17.57,700.0,0.0,71.2,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 05:15:00,potting_soil,80.76,18.98,666.0,0.0,69.1,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-15 05:30:00,potting_soil,80.35,18.48,635.0,0.0,76.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-17 00:00:00,potting_soil,107.12,18.33,714.0,0.0,61.6,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-17 00:15:00,potting_soil,105.97,17.47,655.0,0.0,73.0,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-17 00:30:00,potting_soil,104.33,17.76,625.0,0.0,65.4,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
SENS-04,2026-06-17 00:45:00,potting_soil,103.03,18.57,700.0,0.0,63.7,True,soil_moisture_vwc_hard_range_violation;,0 days 00:15:00,0
