image_id,user_plant_id,captured_at,image_path,prediction
IMG-1003-202606031830,UP-1003,2026-06-03 18:30:00,s3://fyta-plant-images/UP-1003/IMG-1003-202606031830.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.952, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.98, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.4572, ""classification"": []}, {""name"": ""Water-related issue"", ""probability"": 0.3592, ""classification"": [""Abiotic""]}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.3585, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Fungi"", ""probability"": 0.0327, ""classification"": []}, {""name"": ""Animalia"", ""probability"": 0.0195, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.0057, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.002, ""classification"": [""Abiotic"", ""nutrient-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.4572}, {""name"": ""Water-related issue"", ""probability"": 0.3592}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.3585}]}, ""model_version"": ""health_all_v3""}"
IMG-1003-202606141000,UP-1003,2026-06-14 10:00:00,s3://fyta-plant-images/UP-1003/IMG-1003-202606141000.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9511, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.6077, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.4636, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.4605, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.4414, ""classification"": [""Abiotic""]}, {""name"": ""Fungi"", ""probability"": 0.0395, ""classification"": []}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0332, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Animalia"", ""probability"": 0.0125, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.005, ""classification"": [""Abiotic"", ""Water-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.4636}, {""name"": ""Water deficiency"", ""probability"": 0.4605}, {""name"": ""Water-related issue"", ""probability"": 0.4414}]}, ""model_version"": ""health_all_v3""}"
IMG-1003-202606201300,UP-1003,2026-06-20 13:00:00,s3://fyta-plant-images/UP-1003/IMG-1003-202606201300.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9662, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.861, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.4403, ""classification"": []}, {""name"": ""Water-related issue"", ""probability"": 0.3778, ""classification"": [""Abiotic""]}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2904, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water deficiency"", ""probability"": 0.0477, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Fungi"", ""probability"": 0.034, ""classification"": []}, {""name"": ""Nutrient deficiency"", ""probability"": 0.002, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Animalia"", ""probability"": 0.002, ""classification"": []}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.4403}, {""name"": ""Water-related issue"", ""probability"": 0.3778}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2904}]}, ""model_version"": ""health_all_v3""}"
IMG-1004-202606011430,UP-1004,2026-06-01 14:30:00,s3://fyta-plant-images/UP-1004/IMG-1004-202606011430.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9856, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.973, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.3815, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.3673, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.3625, ""classification"": [""Abiotic""]}, {""name"": ""Animalia"", ""probability"": 0.0303, ""classification"": []}, {""name"": ""Fungi"", ""probability"": 0.0292, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.005, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.002, ""classification"": [""Abiotic"", ""nutrient-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.3815}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.3673}, {""name"": ""Water-related issue"", ""probability"": 0.3625}]}, ""model_version"": ""health_all_v3""}"
IMG-1004-202606041845,UP-1004,2026-06-04 18:45:00,s3://fyta-plant-images/UP-1004/IMG-1004-202606041845.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9967, ""health_assessment"": {""is_healthy"": false, ""is_healthy_probability"": 0.4821, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.5354, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.4433, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.4216, ""classification"": [""Abiotic""]}, {""name"": ""Animalia"", ""probability"": 0.0568, ""classification"": []}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0329, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Fungi"", ""probability"": 0.0165, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.0053, ""classification"": [""Abiotic"", ""Water-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.5354}, {""name"": ""Water deficiency"", ""probability"": 0.4433}, {""name"": ""Water-related issue"", ""probability"": 0.4216}]}, ""model_version"": ""health_all_v3""}"
IMG-1004-202606051515,UP-1004,2026-06-05 15:15:00,s3://fyta-plant-images/UP-1004/IMG-1004-202606051515.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9936, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.969, ""diseases"": [{""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2925, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Abiotic"", ""probability"": 0.2921, ""classification"": []}, {""name"": ""Water-related issue"", ""probability"": 0.2789, ""classification"": [""Abiotic""]}, {""name"": ""Fungi"", ""probability"": 0.0537, ""classification"": []}, {""name"": ""Animalia"", ""probability"": 0.0435, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.0104, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.002, ""classification"": [""Abiotic"", ""nutrient-related issue""]}], ""diseases_simple"": [{""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2925}, {""name"": ""Abiotic"", ""probability"": 0.2921}, {""name"": ""Water-related issue"", ""probability"": 0.2789}]}, ""model_version"": ""health_all_v3""}"
IMG-1004-202606071145,UP-1004,2026-06-07 11:45:00,s3://fyta-plant-images/UP-1004/IMG-1004-202606071145.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9618, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.7316, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.4554, ""classification"": []}, {""name"": ""Water-related issue"", ""probability"": 0.3925, ""classification"": [""Abiotic""]}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.3594, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0641, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Animalia"", ""probability"": 0.0437, ""classification"": []}, {""name"": ""Fungi"", ""probability"": 0.0116, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.0085, ""classification"": [""Abiotic"", ""Water-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.4554}, {""name"": ""Water-related issue"", ""probability"": 0.3925}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.3594}]}, ""model_version"": ""health_all_v3""}"
IMG-1004-202606150900,UP-1004,2026-06-15 09:00:00,s3://fyta-plant-images/UP-1004/IMG-1004-202606150900.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9571, ""health_assessment"": {""is_healthy"": false, ""is_healthy_probability"": 0.4659, ""diseases"": [{""name"": ""Water deficiency"", ""probability"": 0.4607, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Abiotic"", ""probability"": 0.4507, ""classification"": []}, {""name"": ""Water-related issue"", ""probability"": 0.4275, ""classification"": [""Abiotic""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0654, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.0555, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Animalia"", ""probability"": 0.0321, ""classification"": []}, {""name"": ""Fungi"", ""probability"": 0.0299, ""classification"": []}], ""diseases_simple"": [{""name"": ""Water deficiency"", ""probability"": 0.4607}, {""name"": ""Abiotic"", ""probability"": 0.4507}, {""name"": ""Water-related issue"", ""probability"": 0.4275}]}, ""model_version"": ""health_all_v3""}"
IMG-1004-202606201800,UP-1004,2026-06-20 18:00:00,s3://fyta-plant-images/UP-1004/IMG-1004-202606201800.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9851, ""health_assessment"": {""is_healthy"": false, ""is_healthy_probability"": 0.4848, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.5413, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.5181, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.5166, ""classification"": [""Abiotic""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0276, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Fungi"", ""probability"": 0.025, ""classification"": []}, {""name"": ""Animalia"", ""probability"": 0.0224, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.005, ""classification"": [""Abiotic"", ""Water-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.5413}, {""name"": ""Water deficiency"", ""probability"": 0.5181}, {""name"": ""Water-related issue"", ""probability"": 0.5166}]}, ""model_version"": ""health_all_v3""}"
IMG-1005-202606031645,UP-1005,2026-06-03 16:45:00,s3://fyta-plant-images/UP-1005/IMG-1005-202606031645.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9811, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.6419, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.5406, ""classification"": []}, {""name"": ""Water-related issue"", ""probability"": 0.4952, ""classification"": [""Abiotic""]}, {""name"": ""Water deficiency"", ""probability"": 0.4551, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Animalia"", ""probability"": 0.0355, ""classification"": []}, {""name"": ""Fungi"", ""probability"": 0.0336, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.0278, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0203, ""classification"": [""Abiotic"", ""nutrient-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.5406}, {""name"": ""Water-related issue"", ""probability"": 0.4952}, {""name"": ""Water deficiency"", ""probability"": 0.4551}]}, ""model_version"": ""health_all_v3""}"
IMG-1005-202606181045,UP-1005,2026-06-18 10:45:00,s3://fyta-plant-images/UP-1005/IMG-1005-202606181045.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9553, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.6389, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.5269, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.5111, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.4855, ""classification"": [""Abiotic""]}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.0562, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Fungi"", ""probability"": 0.0347, ""classification"": []}, {""name"": ""Animalia"", ""probability"": 0.0282, ""classification"": []}, {""name"": ""Nutrient deficiency"", ""probability"": 0.008, ""classification"": [""Abiotic"", ""nutrient-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.5269}, {""name"": ""Water deficiency"", ""probability"": 0.5111}, {""name"": ""Water-related issue"", ""probability"": 0.4855}]}, ""model_version"": ""health_all_v3""}"
IMG-1005-202606191015,UP-1005,2026-06-19 10:15:00,s3://fyta-plant-images/UP-1005/IMG-1005-202606191015.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9621, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.8451, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.2842, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2764, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.2605, ""classification"": [""Abiotic""]}, {""name"": ""Fungi"", ""probability"": 0.008, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.005, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Animalia"", ""probability"": 0.0048, ""classification"": []}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0029, ""classification"": [""Abiotic"", ""nutrient-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.2842}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2764}, {""name"": ""Water-related issue"", ""probability"": 0.2605}]}, ""model_version"": ""health_all_v3""}"
IMG-1006-202606031100,UP-1006,2026-06-03 11:00:00,s3://fyta-plant-images/UP-1006/IMG-1006-202606031100.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9951, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.8628, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.4892, ""classification"": []}, {""name"": ""Water deficiency"", ""probability"": 0.44, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.429, ""classification"": [""Abiotic""]}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0575, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Fungi"", ""probability"": 0.0263, ""classification"": []}, {""name"": ""Animalia"", ""probability"": 0.0203, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.005, ""classification"": [""Abiotic"", ""Water-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.4892}, {""name"": ""Water deficiency"", ""probability"": 0.44}, {""name"": ""Water-related issue"", ""probability"": 0.429}]}, ""model_version"": ""health_all_v3""}"
IMG-1006-202606061400,UP-1006,2026-06-06 14:00:00,s3://fyta-plant-images/UP-1006/IMG-1006-202606061400.jpg,"{""is_plant"": true, ""is_plant_probability"": 0.9693, ""health_assessment"": {""is_healthy"": true, ""is_healthy_probability"": 0.826, ""diseases"": [{""name"": ""Abiotic"", ""probability"": 0.2969, ""classification"": []}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2479, ""classification"": [""Abiotic"", ""Water-related issue""]}, {""name"": ""Water-related issue"", ""probability"": 0.2399, ""classification"": [""Abiotic""]}, {""name"": ""Animalia"", ""probability"": 0.0494, ""classification"": []}, {""name"": ""Fungi"", ""probability"": 0.0452, ""classification"": []}, {""name"": ""Nutrient deficiency"", ""probability"": 0.0056, ""classification"": [""Abiotic"", ""nutrient-related issue""]}, {""name"": ""Water deficiency"", ""probability"": 0.005, ""classification"": [""Abiotic"", ""Water-related issue""]}], ""diseases_simple"": [{""name"": ""Abiotic"", ""probability"": 0.2969}, {""name"": ""Water excess and/or uneven watering"", ""probability"": 0.2479}, {""name"": ""Water-related issue"", ""probability"": 0.2399}]}, ""model_version"": ""health_all_v3""}"
