user_plant_id,species,timestamp,substrate_label,soil_moisture_vwc_clean,soil_temp_c_clean,ec_us_cm_clean,light_par_clean,air_humidity_pct_clean,soil_moisture_vwc_clean_anomaly,soil_temp_c_clean_anomaly,light_par_clean_anomaly,ec_us_cm_clean_anomaly,environmental_anomaly_count
UP-1001,Monstera deliciosa,2026-06-01 11:30:00,potting_soil,34.7,23.41,697.0,317.55,53.0,1,0,1,0,2
UP-1001,Monstera deliciosa,2026-06-01 11:45:00,potting_soil,34.735,23.335,734.0,318.4,48.650000000000006,1,0,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 12:00:00,potting_soil,34.67,23.77,685.5,323.9,50.15,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-01 12:15:00,potting_soil,34.425,23.415,680.5,321.35,48.35,1,0,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 12:30:00,potting_soil,34.33,23.465,714.5,321.25,48.7,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-01 12:45:00,potting_soil,34.195,24.119999999999997,728.0,311.04999999999995,45.849999999999994,1,1,1,1,4
UP-1001,Monstera deliciosa,2026-06-01 13:00:00,potting_soil,34.01,23.54,690.5,318.1,46.6,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-01 13:15:00,potting_soil,33.775,24.060000000000002,698.0,298.75,43.95,0,1,1,0,2
UP-1001,Monstera deliciosa,2026-06-01 13:30:00,potting_soil,33.69,24.165,654.0,298.1,40.75,0,1,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 13:45:00,potting_soil,33.535,24.235,728.0,282.05,42.9,0,1,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 14:00:00,potting_soil,33.445,24.515,689.0,271.5,38.9,0,1,1,0,2
UP-1001,Monstera deliciosa,2026-06-01 14:15:00,potting_soil,33.4,24.9,753.0,271.1,40.0,0,1,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 14:30:00,potting_soil,33.47,24.335,681.5,260.4,39.099999999999994,0,1,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 14:45:00,potting_soil,33.26,24.6,750.5,241.0,39.25,0,1,1,1,3
UP-1001,Monstera deliciosa,2026-06-01 15:00:00,potting_soil,33.269999999999996,24.185,728.5,221.3,37.4,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 15:15:00,potting_soil,32.935,24.305,653.5,205.7,39.15,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 15:30:00,potting_soil,32.985,24.465,684.0,200.75,34.25,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 15:45:00,potting_soil,33.07,25.075000000000003,703.5,172.8,35.8,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 16:00:00,potting_soil,32.995,24.560000000000002,704.5,157.7,36.55,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 16:15:00,potting_soil,32.945,24.56,640.0,140.55,37.0,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 16:30:00,potting_soil,32.82,24.02,697.5,125.25,35.45,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 16:45:00,potting_soil,32.805,24.25,749.5,103.35,37.6,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 17:00:00,potting_soil,32.57,24.355,685.5,82.35,37.35,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 17:15:00,potting_soil,32.43,24.025,702.0,69.5,38.099999999999994,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 17:30:00,potting_soil,32.4,23.564999999999998,671.0,41.9,38.349999999999994,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 17:45:00,potting_soil,32.535,23.615000000000002,717.0,25.8,34.15,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-01 18:00:00,potting_soil,32.37,23.545,739.0,0.0,36.650000000000006,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 18:15:00,potting_soil,32.37,23.465000000000003,752.0,3.1,37.25,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-01 18:30:00,potting_soil,32.3,23.134999999999998,719.0,0.0,37.1,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 18:45:00,potting_soil,32.325,23.259999999999998,653.5,10.1,40.150000000000006,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 19:00:00,potting_soil,32.339999999999996,22.485,711.5,9.850000000000001,38.8,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 19:15:00,potting_soil,32.455,22.435000000000002,662.0,0.25,39.45,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 19:30:00,potting_soil,32.365,22.455,708.0,4.95,42.85,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 19:45:00,potting_soil,32.405,21.715,681.0,5.55,44.0,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 20:00:00,potting_soil,32.22,22.165,758.0,0.25,40.7,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 20:15:00,potting_soil,32.175,21.36,685.5,3.8000000000000003,39.7,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 20:30:00,potting_soil,31.93,21.29,728.5,2.4,42.2,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 20:45:00,potting_soil,31.745,21.11,695.0,0.0,46.85,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 21:00:00,potting_soil,31.585,20.77,699.5,0.0,48.65,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 21:15:00,potting_soil,31.585,20.799999999999997,697.0,0.0,45.4,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 21:30:00,potting_soil,31.47,20.439999999999998,713.0,0.0,47.5,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 21:45:00,potting_soil,31.340000000000003,20.305,698.0,0.0,48.8,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 22:00:00,potting_soil,31.08,20.105,653.5,0.0,50.65,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 22:15:00,potting_soil,31.085,19.810000000000002,649.5,0.0,48.85,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 22:30:00,potting_soil,30.950000000000003,20.009999999999998,706.0,0.0,56.75,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 22:45:00,potting_soil,30.86,19.009999999999998,703.0,0.0,52.900000000000006,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 23:00:00,potting_soil,30.825,19.125,722.5,0.0,52.55,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 23:15:00,potting_soil,30.605,18.945,698.5,0.0,57.7,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-01 23:30:00,potting_soil,30.52,18.615000000000002,740.5,0.0,61.3,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-01 23:45:00,potting_soil,30.240000000000002,18.11,728.5,0.0,58.95,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 00:00:00,potting_soil,30.08,18.165,713.0,0.0,61.849999999999994,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 00:15:00,potting_soil,30.105,18.15,677.0,0.0,60.45,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 00:30:00,potting_soil,29.955,18.515,744.5,0.0,62.75,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 00:45:00,potting_soil,30.034999999999997,17.975,678.0,0.0,60.3,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 01:00:00,potting_soil,30.229999999999997,17.66,655.0,0.0,64.1,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 01:15:00,potting_soil,30.409999999999997,18.025,718.5,0.0,65.19999999999999,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 01:30:00,potting_soil,30.295,17.87,681.5,0.0,69.0,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 01:45:00,potting_soil,30.06,17.595,685.5,0.0,65.35,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 02:00:00,potting_soil,29.97,17.42,695.0,0.0,68.15,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 02:15:00,potting_soil,29.894999999999996,17.525,704.0,0.0,70.55000000000001,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 02:30:00,potting_soil,29.745,17.265,757.0,0.0,67.75,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 02:45:00,potting_soil,29.805,17.98,763.0,0.0,69.85,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 03:00:00,potting_soil,29.775,17.585,671.0,0.0,69.3,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 03:15:00,potting_soil,29.695,17.255000000000003,700.5,0.0,70.0,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 03:30:00,potting_soil,29.619999999999997,17.46,701.5,0.0,72.2,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 03:45:00,potting_soil,29.575,17.72,698.0,0.0,70.35,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 04:00:00,potting_soil,29.48,17.674999999999997,755.5,0.0,71.55000000000001,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 04:15:00,potting_soil,29.409999999999997,17.28,677.0,0.0,74.45,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 04:30:00,potting_soil,29.41,17.77,694.5,0.0,71.8,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 04:45:00,potting_soil,29.630000000000003,17.575,666.5,0.0,75.75,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 05:00:00,potting_soil,29.655,17.785,709.0,0.0,71.75,0,1,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 05:15:00,potting_soil,29.535,18.3,730.5,0.0,73.35,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 05:30:00,potting_soil,29.57,18.43,759.0,0.0,70.85,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 05:45:00,potting_soil,29.625,17.835,635.0,7.949999999999999,70.55,0,1,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 06:00:00,potting_soil,29.490000000000002,18.675,705.5,1.5,72.85,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-02 06:15:00,potting_soil,29.495,18.565,746.0,16.25,74.9,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 06:30:00,potting_soil,29.5,18.865000000000002,746.5,39.45,72.3,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 06:45:00,potting_soil,29.375,19.655,707.5,57.65,72.1,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-02 07:00:00,potting_soil,29.255000000000003,19.384999999999998,724.0,82.30000000000001,70.25,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 07:15:00,potting_soil,29.215,19.490000000000002,671.0,114.35,66.4,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 07:30:00,potting_soil,29.17,19.71,744.5,125.85,73.15,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 07:45:00,potting_soil,29.305,19.31,717.5,141.95,68.5,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-02 08:00:00,potting_soil,29.345,19.935000000000002,684.0,153.95,65.25,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-02 08:15:00,potting_soil,29.145,20.205,678.5,174.3,64.69999999999999,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 08:30:00,potting_soil,29.205,20.53,632.0,192.8,63.900000000000006,0,0,0,1,1
UP-1001,Monstera deliciosa,2026-06-02 08:45:00,potting_soil,29.23,20.4,701.5,207.3,67.9,0,0,0,0,0
UP-1001,Monstera deliciosa,2026-06-02 09:00:00,potting_soil,29.064999999999998,21.130000000000003,725.5,226.4,65.1,0,0,1,1,2
UP-1001,Monstera deliciosa,2026-06-02 09:15:00,potting_soil,28.805,20.814999999999998,713.0,234.65,61.75,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 09:30:00,potting_soil,28.735,21.255000000000003,666.0,256.5,61.0,0,0,1,1,2
UP-1001,Monstera deliciosa,2026-06-02 09:45:00,potting_soil,28.71,21.515,716.5,267.85,61.15,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 10:00:00,potting_soil,28.71,22.365000000000002,686.0,273.54999999999995,59.6,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 10:15:00,potting_soil,28.595,22.295,662.0,284.5,57.099999999999994,0,0,1,1,2
UP-1001,Monstera deliciosa,2026-06-02 10:30:00,potting_soil,28.525,22.55,745.0,300.8,57.8,0,0,1,1,2
UP-1001,Monstera deliciosa,2026-06-02 10:45:00,potting_soil,28.345,23.12,707.5,299.75,57.9,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 11:00:00,potting_soil,28.365000000000002,22.770000000000003,712.0,314.85,54.6,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 11:15:00,potting_soil,28.255000000000003,22.835,698.0,309.0,54.65,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 11:30:00,potting_soil,28.235,22.71,717.0,319.45,53.650000000000006,0,0,1,0,1
UP-1001,Monstera deliciosa,2026-06-02 11:45:00,potting_soil,28.025,23.105,666.0,313.95,49.099999999999994,0,0,1,1,2
UP-1001,Monstera deliciosa,2026-06-02 12:00:00,potting_soil,27.78,22.985,677.0,321.20000000000005,49.25,0,0,1,1,2
UP-1001,Monstera deliciosa,2026-06-02 12:15:00,potting_soil,27.725,23.604999999999997,688.0,325.75,49.65,0,1,1,0,2
UP-1001,Monstera deliciosa,2026-06-02 12:30:00,potting_soil,27.83,23.93,658.0,307.6,49.4,0,1,1,1,3
UP-1001,Monstera deliciosa,2026-06-02 12:45:00,potting_soil,27.715,23.895000000000003,698.5,311.8,49.4,0,1,1,0,2
UP-1001,Monstera deliciosa,2026-06-02 13:00:00,potting_soil,27.695,24.41,714.5,318.25,45.95,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-02 13:15:00,potting_soil,27.4,24.369999999999997,710.5,301.15,45.7,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-02 13:30:00,potting_soil,27.205,24.255000000000003,678.0,284.9,49.25,1,1,1,1,4
UP-1001,Monstera deliciosa,2026-06-02 13:45:00,potting_soil,27.299999999999997,23.945,682.0,290.55,39.25,1,1,1,1,4
UP-1001,Monstera deliciosa,2026-06-02 14:00:00,potting_soil,27.174999999999997,24.085,701.0,279.35,42.400000000000006,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-02 14:15:00,potting_soil,27.025,24.58,669.5,269.15,41.05,1,1,1,1,4
UP-1001,Monstera deliciosa,2026-06-02 14:30:00,potting_soil,26.915,24.564999999999998,720.0,259.75,38.150000000000006,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-02 14:45:00,potting_soil,26.9,24.994999999999997,700.5,238.0,38.3,1,1,1,0,3
UP-1001,Monstera deliciosa,2026-06-02 15:00:00,potting_soil,26.755000000000003,24.43,697.0,217.65,38.15,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 15:15:00,potting_soil,26.564999999999998,24.65,646.5,210.1,37.55,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-02 15:30:00,potting_soil,26.505000000000003,24.345,720.5,210.25,41.7,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 15:45:00,potting_soil,26.744999999999997,24.185000000000002,699.0,183.2,37.45,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 16:00:00,potting_soil,26.75,24.42,730.5,162.85,39.150000000000006,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-02 16:15:00,potting_soil,26.745,23.7,678.0,138.65,38.15,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-02 16:30:00,potting_soil,26.759999999999998,24.665,635.5,121.85,38.1,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-02 16:45:00,potting_soil,26.71,23.96,711.0,96.3,36.2,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 17:00:00,potting_soil,26.810000000000002,23.925,710.5,90.94999999999999,38.9,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 17:15:00,potting_soil,26.68,23.865000000000002,686.0,58.5,37.85,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 17:30:00,potting_soil,26.770000000000003,23.82,706.5,30.55,33.95,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 17:45:00,potting_soil,26.86,23.64,710.5,17.3,34.45,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 18:00:00,potting_soil,26.755000000000003,23.810000000000002,699.5,0.0,36.55,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 18:15:00,potting_soil,26.675,23.5,707.0,0.0,38.15,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-02 18:30:00,potting_soil,26.57,23.115000000000002,688.0,10.35,37.85,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 18:45:00,potting_soil,26.494999999999997,23.11,680.0,8.5,40.2,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 19:00:00,potting_soil,26.385,22.625,690.5,5.55,39.65,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 19:15:00,potting_soil,26.355,22.705,685.0,0.0,42.8,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 19:30:00,potting_soil,26.455,22.244999999999997,679.5,1.1,40.5,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 19:45:00,potting_soil,26.255,22.009999999999998,740.5,3.55,40.400000000000006,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 20:00:00,potting_soil,26.009999999999998,21.945,708.5,6.1,39.9,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 20:15:00,potting_soil,25.950000000000003,21.83,714.5,4.85,41.8,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 20:30:00,potting_soil,26.020000000000003,21.42,691.0,0.7000000000000001,46.3,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 20:45:00,potting_soil,26.035,21.0,697.5,0.0,45.0,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 21:00:00,potting_soil,26.08,21.345,665.5,0.0,45.4,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 21:15:00,potting_soil,26.14,20.759999999999998,703.0,0.0,47.55,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 21:30:00,potting_soil,26.13,20.57,736.0,0.0,47.9,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 21:45:00,potting_soil,25.89,20.625,725.5,0.0,50.599999999999994,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 22:00:00,potting_soil,26.085,20.060000000000002,690.5,0.0,46.35,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 22:15:00,potting_soil,26.245,20.31,732.0,0.0,51.8,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 22:30:00,potting_soil,26.064999999999998,19.595,696.5,0.0,51.7,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-02 22:45:00,potting_soil,26.02,19.12,735.5,0.0,51.2,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 23:00:00,potting_soil,26.049999999999997,18.869999999999997,721.0,0.0,56.05,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 23:15:00,potting_soil,26.165,19.615000000000002,678.5,0.0,58.5,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 23:30:00,potting_soil,25.945,19.16,681.5,0.0,55.7,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-02 23:45:00,potting_soil,25.975,18.93,695.5,0.0,60.349999999999994,1,0,0,0,1
UP-1001,Monstera deliciosa,2026-06-03 00:00:00,potting_soil,25.915,18.805,732.5,0.0,62.4,1,0,0,1,2
UP-1001,Monstera deliciosa,2026-06-03 00:15:00,potting_soil,25.685,18.509999999999998,691.0,0.0,60.1,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-03 00:30:00,potting_soil,25.509999999999998,17.415,673.5,0.0,63.25,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-03 00:45:00,potting_soil,25.630000000000003,18.12,745.0,0.0,61.85,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-03 01:00:00,potting_soil,25.37,18.03,731.5,0.0,64.9,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-03 01:15:00,potting_soil,25.405,17.605,744.0,0.0,69.0,1,1,0,1,3
UP-1001,Monstera deliciosa,2026-06-03 01:30:00,potting_soil,25.43,17.645000000000003,716.0,0.0,64.75,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-03 01:45:00,potting_soil,25.439999999999998,17.57,700.5,0.0,67.45,1,1,0,0,2
UP-1001,Monstera deliciosa,2026-06-03 02:00:00,potting_soil,25.455,17.945,743.5,0.0,67.94999999999999,1,1,0,1,3
