device_id,timestamp,substrate_label,soil_moisture_vwc,soil_temp_c,ec_us_cm,light_par,air_humidity_pct,is_outlier,outlier_reason,time_diff,estimated_missing_readings
SENS-01,2026-06-01 04:00:00,potting_soil,40.27,17.77,766.0,0.0,74.4,False,,0 days 00:15:00,0
SENS-01,2026-06-01 04:15:00,potting_soil,39.94,17.3,714.0,0.0,71.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 04:30:00,potting_soil,40.07,18.12,726.0,0.0,73.2,False,,0 days 00:15:00,0
SENS-01,2026-06-01 04:45:00,potting_soil,39.7,17.84,729.0,0.0,75.2,False,,0 days 00:15:00,0
SENS-01,2026-06-01 05:00:00,potting_soil,39.54,17.89,654.0,0.0,71.6,False,,0 days 00:15:00,0
SENS-01,2026-06-01 05:15:00,potting_soil,39.41,17.82,661.0,0.0,76.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 05:30:00,potting_soil,39.49,18.71,657.0,4.6,69.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 05:45:00,potting_soil,39.49,18.31,647.0,3.0,73.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 06:00:00,potting_soil,39.46,18.35,732.0,6.9,75.2,False,,0 days 00:15:00,0
SENS-01,2026-06-01 06:15:00,potting_soil,39.26,18.55,712.0,26.6,74.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 06:30:00,potting_soil,39.39,19.08,703.0,46.5,77.4,False,,0 days 00:15:00,0
SENS-01,2026-06-01 06:45:00,potting_soil,40.07,19.2,596.0,61.6,68.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 07:00:00,potting_soil,40.08,19.42,782.0,84.8,66.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 07:15:00,potting_soil,39.98,19.62,664.0,111.4,67.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 07:30:00,potting_soil,39.59,20.52,782.0,117.2,71.3,False,,0 days 00:15:00,0
SENS-01,2026-06-01 07:45:00,potting_soil,39.35,19.71,642.0,136.5,70.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 08:00:00,potting_soil,39.18,19.89,668.0,161.5,68.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 08:15:00,potting_soil,38.96,19.99,612.0,181.1,63.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 08:30:00,potting_soil,38.84,20.79,714.0,188.2,68.3,False,,0 days 00:15:00,0
SENS-01,2026-06-01 08:45:00,potting_soil,39.08,21.22,656.0,210.4,61.3,False,,0 days 00:15:00,0
SENS-01,2026-06-01 09:00:00,potting_soil,39.21,20.95,657.0,225.5,67.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 09:15:00,potting_soil,39.06,20.89,645.0,222.9,71.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 09:30:00,potting_soil,38.7,21.13,731.0,252.1,63.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 09:45:00,potting_soil,38.85,21.94,728.0,264.8,62.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 10:00:00,potting_soil,38.72,22.2,772.0,275.8,58.2,False,,0 days 00:15:00,0
SENS-01,2026-06-01 10:15:00,potting_soil,38.26,22.34,673.0,298.3,53.1,False,,0 days 00:15:00,0
SENS-01,2026-06-01 10:30:00,potting_soil,38.29,22.07,709.0,285.9,55.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 10:45:00,potting_soil,38.38,22.64,648.0,296.4,52.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 11:00:00,potting_soil,37.78,22.8,687.0,288.2,50.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 11:15:00,potting_soil,37.51,23.03,679.0,310.0,59.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 11:30:00,potting_soil,37.38,23.48,719.0,314.1,53.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 11:45:00,potting_soil,37.42,23.4,741.0,315.2,52.6,False,,0 days 00:15:00,0
SENS-01,2026-06-01 12:00:00,potting_soil,37.21,23.75,740.0,328.9,49.4,False,,0 days 00:15:00,0
SENS-01,2026-06-01 12:15:00,potting_soil,36.94,23.66,666.0,326.2,48.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 12:30:00,potting_soil,36.98,23.89,740.0,317.9,51.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 12:45:00,potting_soil,36.78,24.16,698.0,310.9,46.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 13:00:00,potting_soil,36.79,23.45,687.0,317.3,47.6,False,,0 days 00:15:00,0
SENS-01,2026-06-01 13:15:00,potting_soil,36.47,24.01,672.0,302.9,44.4,False,,0 days 00:15:00,0
SENS-01,2026-06-01 13:30:00,potting_soil,36.1,24.05,678.0,289.1,43.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 13:45:00,potting_soil,36.15,24.06,770.0,273.3,38.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 14:00:00,potting_soil,36.1,24.27,712.0,273.6,36.3,False,,0 days 00:15:00,0
SENS-01,2026-06-01 14:15:00,potting_soil,36.19,25.03,707.0,272.1,40.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 14:30:00,potting_soil,35.98,24.12,690.0,272.1,40.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 14:45:00,potting_soil,35.73,24.88,798.0,241.1,36.2,False,,0 days 00:15:00,0
SENS-01,2026-06-01 15:00:00,potting_soil,35.91,23.83,752.0,220.2,39.3,False,,0 days 00:15:00,0
SENS-01,2026-06-01 15:15:00,potting_soil,35.5,24.36,671.0,201.5,39.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 15:30:00,potting_soil,35.66,24.54,689.0,199.2,31.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 15:45:00,potting_soil,35.83,24.67,691.0,163.7,35.2,False,,0 days 00:15:00,0
SENS-01,2026-06-01 16:00:00,potting_soil,35.91,24.67,706.0,164.4,38.8,False,,0 days 00:15:00,0
SENS-01,2026-06-01 16:15:00,potting_soil,35.67,24.63,672.0,148.1,38.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 16:30:00,potting_soil,35.42,24.09,718.0,125.9,33.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 16:45:00,potting_soil,35.28,23.95,758.0,101.1,37.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 17:00:00,potting_soil,34.93,24.37,647.0,87.3,40.1,False,,0 days 00:15:00,0
SENS-01,2026-06-01 17:15:00,potting_soil,34.65,23.83,655.0,63.8,39.4,False,,0 days 00:15:00,0
SENS-01,2026-06-01 17:30:00,potting_soil,34.69,23.27,681.0,35.5,36.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 17:45:00,potting_soil,34.73,23.18,683.0,35.7,35.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 18:00:00,potting_soil,34.43,23.11,780.0,0.0,35.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 18:15:00,potting_soil,34.48,23.51,740.0,6.2,39.4,False,,0 days 00:15:00,0
SENS-01,2026-06-01 18:30:00,potting_soil,34.49,23.19,738.0,0.0,39.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 18:45:00,potting_soil,34.7,23.22,689.0,10.2,40.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 19:00:00,potting_soil,34.73,22.58,689.0,11.8,39.8,False,,0 days 00:15:00,0
SENS-01,2026-06-01 19:15:00,potting_soil,34.85,22.61,642.0,0.2,42.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 19:30:00,potting_soil,34.86,22.59,731.0,4.5,41.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 19:45:00,potting_soil,34.97,22.0,720.0,4.5,43.8,False,,0 days 00:15:00,0
SENS-01,2026-06-01 20:00:00,potting_soil,34.62,22.09,751.0,0.0,44.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 20:15:00,potting_soil,34.51,21.42,692.0,4.4,40.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 20:30:00,potting_soil,34.41,21.31,694.0,0.0,38.6,False,,0 days 00:15:00,0
SENS-01,2026-06-01 20:45:00,potting_soil,34.28,21.08,707.0,0.0,49.6,False,,0 days 00:15:00,0
SENS-01,2026-06-01 21:00:00,potting_soil,34.28,20.52,736.0,0.0,46.8,False,,0 days 00:15:00,0
SENS-01,2026-06-01 21:15:00,potting_soil,34.32,20.97,641.0,0.0,41.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 21:30:00,potting_soil,34.32,20.36,729.0,0.0,46.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 21:45:00,potting_soil,34.2,20.32,699.0,0.0,51.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 22:00:00,potting_soil,33.96,20.29,658.0,0.0,49.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 22:15:00,potting_soil,34.1,20.05,617.0,0.0,50.0,False,,0 days 00:15:00,0
SENS-01,2026-06-01 22:30:00,potting_soil,34.09,19.93,695.0,0.0,56.9,False,,0 days 00:15:00,0
SENS-01,2026-06-01 22:45:00,potting_soil,33.8,19.41,758.0,0.0,50.7,False,,0 days 00:15:00,0
SENS-01,2026-06-01 23:00:00,potting_soil,33.68,19.08,767.0,0.0,52.6,False,,0 days 00:15:00,0
SENS-01,2026-06-01 23:15:00,potting_soil,33.25,19.02,714.0,0.0,56.8,False,,0 days 00:15:00,0
SENS-01,2026-06-01 23:30:00,potting_soil,33.18,18.19,778.0,0.0,58.5,False,,0 days 00:15:00,0
SENS-01,2026-06-01 23:45:00,potting_soil,33.06,18.11,698.0,0.0,60.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 00:00:00,potting_soil,32.87,18.0,738.0,0.0,62.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 00:15:00,potting_soil,33.11,17.97,682.0,0.0,61.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 00:30:00,potting_soil,32.8,18.38,679.0,0.0,63.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 00:45:00,potting_soil,32.87,17.73,673.0,0.0,62.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 01:00:00,potting_soil,33.23,17.82,618.0,0.0,64.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 01:15:00,potting_soil,33.37,18.38,751.0,0.0,65.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 01:30:00,potting_soil,33.29,17.62,674.0,0.0,66.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 01:45:00,potting_soil,32.98,17.98,668.0,0.0,69.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 02:00:00,potting_soil,32.63,17.25,653.0,0.0,69.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 02:15:00,potting_soil,32.48,17.49,692.0,0.0,68.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 02:30:00,potting_soil,32.27,17.15,771.0,0.0,66.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 02:45:00,potting_soil,32.05,17.37,784.0,0.0,70.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 03:00:00,potting_soil,31.92,17.84,634.0,0.0,70.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 03:15:00,potting_soil,31.83,16.82,686.0,0.0,71.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 03:30:00,potting_soil,31.86,17.7,659.0,0.0,78.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 03:45:00,potting_soil,31.54,17.66,740.0,0.0,70.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 04:00:00,potting_soil,31.34,17.38,711.0,0.0,73.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 04:15:00,potting_soil,31.24,17.11,675.0,0.0,75.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 04:30:00,potting_soil,31.14,17.8,703.0,0.0,73.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 04:45:00,potting_soil,31.44,17.65,681.0,0.0,80.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 05:00:00,potting_soil,31.42,18.06,765.0,0.0,71.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 05:15:00,potting_soil,31.04,18.1,722.0,0.0,73.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 05:30:00,potting_soil,31.06,18.86,727.0,0.0,70.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 05:45:00,potting_soil,31.1,18.27,593.0,11.6,71.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 06:00:00,potting_soil,31.02,18.12,697.0,3.0,73.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 06:15:00,potting_soil,30.71,18.76,783.0,14.2,74.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 06:30:00,potting_soil,31.0,18.96,753.0,36.3,72.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 06:45:00,potting_soil,30.73,19.6,626.0,58.0,74.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 07:00:00,potting_soil,30.8,19.58,687.0,85.7,70.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 07:15:00,potting_soil,30.78,19.59,652.0,113.6,69.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 07:30:00,potting_soil,30.84,20.25,768.0,130.9,77.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 07:45:00,potting_soil,31.12,19.4,710.0,145.2,69.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 08:00:00,potting_soil,31.17,19.84,669.0,149.3,65.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 08:15:00,potting_soil,30.99,19.95,701.0,167.2,64.8,False,,0 days 00:15:00,0
SENS-01,2026-06-02 08:30:00,potting_soil,31.15,20.39,596.0,199.1,63.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 08:45:00,potting_soil,30.96,20.22,657.0,200.2,67.8,False,,0 days 00:15:00,0
SENS-01,2026-06-02 09:00:00,potting_soil,30.93,21.25,701.0,224.5,62.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 09:15:00,potting_soil,30.61,21.14,734.0,243.0,63.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 09:30:00,potting_soil,30.34,20.87,622.0,244.8,61.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 09:45:00,potting_soil,30.3,21.28,685.0,257.9,63.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 10:00:00,potting_soil,30.31,22.03,740.0,276.4,57.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 10:15:00,potting_soil,29.91,22.46,642.0,291.0,55.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 10:30:00,potting_soil,29.96,23.14,709.0,304.1,58.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 10:45:00,potting_soil,29.74,23.71,703.0,307.9,58.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 11:00:00,potting_soil,29.94,22.92,769.0,309.7,56.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 11:15:00,potting_soil,29.82,22.55,691.0,307.9,51.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 11:30:00,potting_soil,29.54,22.28,693.0,308.7,54.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 11:45:00,potting_soil,29.5,23.41,734.0,315.2,49.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 12:00:00,potting_soil,29.27,23.15,647.0,323.3,48.8,False,,0 days 00:15:00,0
SENS-01,2026-06-02 12:15:00,potting_soil,29.47,23.47,691.0,322.0,46.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 12:30:00,potting_soil,29.42,23.53,682.0,300.5,52.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 12:45:00,potting_soil,29.34,23.85,694.0,307.6,48.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 13:00:00,potting_soil,29.4,24.46,734.0,318.7,47.8,False,,0 days 00:15:00,0
SENS-01,2026-06-02 13:15:00,potting_soil,29.15,24.2,722.0,303.7,48.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 13:30:00,potting_soil,28.84,24.17,670.0,284.3,52.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 13:45:00,potting_soil,28.88,23.9,705.0,305.8,38.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 14:00:00,potting_soil,28.61,23.71,760.0,276.9,40.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 14:15:00,potting_soil,28.35,24.24,667.0,269.1,39.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 14:30:00,potting_soil,28.47,24.45,706.0,257.1,38.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 14:45:00,potting_soil,28.53,25.2,692.0,237.6,36.8,False,,0 days 00:15:00,0
SENS-01,2026-06-02 15:00:00,potting_soil,28.23,24.55,697.0,220.5,38.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 15:15:00,potting_soil,28.07,24.89,635.0,228.0,35.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 15:30:00,potting_soil,27.84,24.27,756.0,202.8,39.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 15:45:00,potting_soil,28.16,23.96,669.0,184.4,38.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 16:00:00,potting_soil,28.3,23.99,741.0,164.6,39.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 16:15:00,potting_soil,28.17,24.02,675.0,133.5,38.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 16:30:00,potting_soil,28.24,25.08,675.0,132.7,39.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 16:45:00,potting_soil,27.93,23.81,749.0,96.1,35.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 17:00:00,potting_soil,27.75,24.37,740.0,85.1,43.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 17:15:00,potting_soil,27.73,23.55,708.0,49.3,37.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 17:30:00,potting_soil,27.78,24.15,730.0,25.4,31.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 17:45:00,potting_soil,27.72,23.79,688.0,23.5,34.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 18:00:00,potting_soil,27.73,23.41,700.0,0.0,32.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 18:15:00,potting_soil,27.71,23.29,674.0,0.0,38.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 18:30:00,potting_soil,27.64,22.87,736.0,4.3,38.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 18:45:00,potting_soil,27.54,23.12,672.0,17.0,37.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 19:00:00,potting_soil,27.42,22.57,759.0,11.1,45.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 19:15:00,potting_soil,27.42,22.06,687.0,0.0,41.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 19:30:00,potting_soil,27.47,21.83,701.0,0.1,42.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 19:45:00,potting_soil,27.47,22.19,730.0,7.1,38.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 20:00:00,potting_soil,27.2,22.54,701.0,9.0,39.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 20:15:00,potting_soil,26.96,21.75,688.0,0.0,43.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 20:30:00,potting_soil,27.01,21.41,699.0,0.3,44.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 20:45:00,potting_soil,27.27,21.34,736.0,0.0,39.4,False,,0 days 00:15:00,0
SENS-01,2026-06-02 21:00:00,potting_soil,27.26,21.52,673.0,0.0,45.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 21:15:00,potting_soil,27.14,20.86,695.0,0.0,47.1,False,,0 days 00:15:00,0
SENS-01,2026-06-02 21:30:00,potting_soil,27.15,20.38,700.0,0.0,47.5,False,,0 days 00:15:00,0
SENS-01,2026-06-02 21:45:00,potting_soil,26.89,20.76,735.0,0.0,46.8,False,,0 days 00:15:00,0
SENS-01,2026-06-02 22:00:00,potting_soil,27.12,20.27,696.0,0.0,48.7,False,,0 days 00:15:00,0
SENS-01,2026-06-02 22:15:00,potting_soil,27.12,20.49,772.0,0.0,51.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 22:30:00,potting_soil,26.95,19.73,694.0,0.0,52.9,False,,0 days 00:15:00,0
SENS-01,2026-06-02 22:45:00,potting_soil,26.88,18.96,690.0,0.0,55.6,False,,0 days 00:15:00,0
SENS-01,2026-06-02 23:00:00,potting_soil,26.74,18.7,693.0,0.0,58.2,False,,0 days 00:15:00,0
SENS-01,2026-06-02 23:15:00,potting_soil,26.97,19.72,647.0,0.0,55.3,False,,0 days 00:15:00,0
SENS-01,2026-06-02 23:30:00,potting_soil,26.9,19.56,659.0,0.0,56.0,False,,0 days 00:15:00,0
SENS-01,2026-06-02 23:45:00,potting_soil,26.89,18.62,679.0,0.0,59.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 00:00:00,potting_soil,26.98,18.37,745.0,0.0,61.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 00:15:00,potting_soil,26.79,18.95,699.0,0.0,59.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 00:30:00,potting_soil,26.8,17.78,681.0,0.0,64.3,False,,0 days 00:15:00,0
SENS-01,2026-06-03 00:45:00,potting_soil,26.82,17.73,749.0,0.0,65.9,False,,0 days 00:15:00,0
SENS-01,2026-06-03 01:00:00,potting_soil,26.48,18.23,762.0,0.0,67.9,False,,0 days 00:15:00,0
SENS-01,2026-06-03 01:15:00,potting_soil,26.5,17.7,750.0,0.0,70.3,False,,0 days 00:15:00,0
SENS-01,2026-06-03 01:30:00,potting_soil,26.45,17.76,666.0,0.0,63.4,False,,0 days 00:15:00,0
SENS-01,2026-06-03 01:45:00,potting_soil,26.45,17.62,680.0,0.0,66.9,False,,0 days 00:15:00,0
SENS-01,2026-06-03 02:00:00,potting_soil,26.43,17.75,773.0,0.0,67.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 02:15:00,potting_soil,26.45,18.13,710.0,0.0,68.2,False,,0 days 00:15:00,0
SENS-01,2026-06-03 02:30:00,potting_soil,26.68,17.57,689.0,0.0,67.3,False,,0 days 00:15:00,0
SENS-01,2026-06-03 02:45:00,potting_soil,26.42,17.77,729.0,0.0,65.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 03:00:00,potting_soil,26.32,16.68,740.0,0.0,70.9,False,,0 days 00:15:00,0
SENS-01,2026-06-03 03:15:00,potting_soil,26.42,17.49,677.0,0.0,68.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 03:30:00,potting_soil,26.49,17.19,709.0,0.0,71.9,False,,0 days 00:15:00,0
SENS-01,2026-06-03 03:45:00,potting_soil,26.55,17.08,737.0,0.0,69.7,False,,0 days 00:15:00,0
SENS-01,2026-06-03 04:00:00,potting_soil,27.07,17.27,654.0,0.0,69.1,False,,0 days 00:15:00,0
SENS-01,2026-06-03 04:15:00,potting_soil,27.15,17.55,700.0,0.0,73.4,False,,0 days 00:15:00,0
SENS-01,2026-06-03 04:30:00,potting_soil,27.34,18.13,655.0,0.0,73.3,False,,0 days 00:15:00,0
SENS-01,2026-06-03 04:45:00,potting_soil,27.25,17.33,661.0,0.0,74.7,False,,0 days 00:15:00,0
SENS-01,2026-06-03 05:00:00,potting_soil,27.01,17.98,677.0,0.0,79.6,False,,0 days 00:15:00,0
SENS-01,2026-06-03 05:15:00,potting_soil,26.91,17.9,719.0,0.0,73.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 05:30:00,potting_soil,27.02,18.09,687.0,1.7,74.3,False,,0 days 00:15:00,0
SENS-01,2026-06-03 05:45:00,potting_soil,27.07,18.77,674.0,4.0,69.4,False,,0 days 00:15:00,0
SENS-01,2026-06-03 06:00:00,potting_soil,27.11,18.74,702.0,0.0,68.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 06:15:00,potting_soil,27.04,19.23,654.0,32.7,76.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 06:30:00,potting_soil,26.93,18.81,717.0,39.6,68.9,False,,0 days 00:15:00,0
SENS-01,2026-06-03 06:45:00,potting_soil,26.86,18.78,745.0,59.0,68.0,False,,0 days 00:15:00,0
SENS-01,2026-06-03 07:00:00,potting_soil,26.97,19.16,697.0,86.7,70.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 07:15:00,potting_soil,27.1,19.55,692.0,88.2,69.7,False,,0 days 00:15:00,0
SENS-01,2026-06-03 07:30:00,potting_soil,26.86,19.73,715.0,116.1,66.6,False,,0 days 00:15:00,0
SENS-01,2026-06-03 07:45:00,potting_soil,26.98,19.44,619.0,149.4,67.6,False,,0 days 00:15:00,0
SENS-01,2026-06-03 08:00:00,potting_soil,26.82,20.13,721.0,146.1,71.4,False,,0 days 00:15:00,0
SENS-01,2026-06-03 08:15:00,potting_soil,26.88,20.41,824.0,186.7,64.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 08:30:00,potting_soil,26.81,21.55,695.0,206.9,61.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 08:45:00,potting_soil,27.09,21.52,695.0,208.0,67.8,False,,0 days 00:15:00,0
SENS-01,2026-06-03 09:00:00,potting_soil,26.97,20.66,730.0,228.6,65.5,False,,0 days 00:15:00,0
SENS-01,2026-06-03 09:15:00,potting_soil,26.97,21.11,766.0,249.5,61.1,False,,0 days 00:15:00,0
